,UNITID_P,INSTNM,City,State,men_total15,women_total15,FORCIB13,NONFOR13,RAPE14,RAPE15,FONDL14,FONDL15,STATR14,STATR15,men_total14,women_total14,FORCIB12,NONFOR12,men_total13,women_total13,FORCIB11,NONFOR11,men_total12,women_total12,FORCIB10,NONFOR10,men_total11,women_total11,FORCIB9,NONFOR9,men_total10,women_total10,FORCIB8,NONFOR8,men_total9,women_total9,FORCIB7,NONFOR7,men_total8,women_total8,FORCIB6,NONFOR6,men_total7,women_total7,FORCIB5,NONFOR5,TITLE9
6501,220279001.0,Tennessee College of Applied Technology-Hartsville,Hartsville,TN,363.0,258.0,,,,,,,,,1.0,108.0,,,13068.0,17400.0,,,24162.0,34314.0,,,1235.0,1705.0,,,14.0,213.0,,,284.0,831.0,,,1265.0,1919.0,,,1438.0,1742.0,,,
6502,220312001.0,Hiwassee College,Madisonville,TN,135.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0,2916.0,0.0,0.0,13068.0,17400.0,,,24162.0,34314.0,0.0,0.0,1235.0,1705.0,0.0,0.0,158.0,1691.0,0.0,0.0,2682.0,4043.0,,,1265.0,1919.0,,,1438.0,1742.0,,,
6503,220321001.0,Tennessee College of Applied Technology-Hohenwald,HOHENWALD,TN,264.0,179.0,,,,,,,,,75.0,149.0,,,13068.0,17400.0,,,24162.0,34314.0,1.0,0.0,1235.0,1705.0,5.0,0.0,1837.0,3366.0,0.0,0.0,83.0,106.0,,,1265.0,1919.0,,,1.0,25.0,,,
6504,220394001.0,Tennessee College of Applied Technology-Jacksboro,JACKSBORO,TN,104.0,119.0,0.0,0.0,0.0,,0.0,,0.0,,1683.0,1364.0,0.0,0.0,13068.0,17400.0,0.0,0.0,24162.0,34314.0,2.0,0.0,4604.0,7089.0,1.0,0.0,1837.0,3366.0,,,193.0,231.0,1.0,0.0,1265.0,1919.0,1.0,0.0,1106.0,1666.0,0.0,0.0,
6505,220400001.0,Jackson State Community College,JACKSON,TN,1773.0,2973.0,1.0,0.0,0.0,,0.0,,0.0,,376.0,494.0,0.0,0.0,333.0,318.0,,,24162.0,34314.0,2.0,0.0,4604.0,7089.0,1.0,0.0,942.0,2630.0,0.0,0.0,453.0,140.0,,,1265.0,1919.0,,,3499.0,1416.0,,,
6506,220464001.0,John A Gupton College,NASHVILLE,TN,44.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,,,730.0,85.0,,,24162.0,34314.0,,,4604.0,7089.0,,,8.0,93.0,,,371.0,124.0,0.0,0.0,1265.0,1919.0,0.0,0.0,690.0,915.0,0.0,0.0,
6507,220473001.0,Johnson University,KNOXVILLE,TN,633.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,784.0,,,3.0,55.0,,,24162.0,34314.0,,,4604.0,7089.0,0.0,0.0,1310.0,2094.0,0.0,0.0,164.0,753.0,0.0,0.0,1265.0,1919.0,,,4013.0,2651.0,,,
6508,220491002.0,Paul Mitchell the School-Nashville,Murfreesboro,TN,0.0,4.0,,,,,,,,,4.0,16.0,,,705.0,718.0,,,24162.0,34314.0,,,4604.0,7089.0,,,661.0,2315.0,,,41.0,367.0,,,1265.0,1919.0,,,4013.0,2651.0,,,
6509,220516001.0,King University,Bristol,TN,1004.0,1916.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,806.0,439.0,,,2.0,58.0,,,24162.0,34314.0,,,20513.0,29549.0,,,661.0,2315.0,,,2802.0,2656.0,,,1265.0,1919.0,,,2678.0,4132.0,,,
651,116712006.0,John F. Kennedy University,Oakland,CA,280.0,831.0,,,,,,,,,235.0,574.0,,,5932.0,7875.0,0.0,0.0,1207.0,178.0,0.0,0.0,181.0,287.0,,,8076.0,7658.0,,,130.0,523.0,0.0,0.0,91.0,533.0,0.0,0.0,898.0,613.0,0.0,0.0,
6510,220516002.0,King University,Kingsport,TN,1004.0,1916.0,0.0,0.0,0.0,,0.0,,0.0,,509.0,727.0,0.0,0.0,2.0,58.0,,,5591.0,8325.0,,,20513.0,29549.0,,,661.0,2315.0,,,2802.0,2656.0,0.0,0.0,1265.0,1919.0,,,,,,,
6511,220516003.0,King University,Knoxville,TN,1004.0,1916.0,,,,,,,,,359.0,1120.0,0.0,0.0,2.0,58.0,1.0,0.0,1531.0,2804.0,0.0,0.0,20513.0,29549.0,,,661.0,2315.0,,,2802.0,2656.0,,,1265.0,1919.0,,,0.0,34.0,,,
6512,220552001.0,South College,KNOXVILLE,TN,388.0,947.0,0.0,0.0,,,,,,,116.0,479.0,0.0,0.0,535.0,613.0,0.0,0.0,20588.0,20159.0,2.0,0.0,20513.0,29549.0,,,661.0,2315.0,0.0,0.0,2198.0,2448.0,0.0,0.0,1265.0,1919.0,0.0,0.0,1268.0,2574.0,0.0,0.0,
6513,220552002.0,South College,KNOXVILLE,TN,388.0,947.0,0.0,0.0,,,,,,,116.0,479.0,0.0,0.0,917.0,1214.0,0.0,0.0,20588.0,20159.0,,,20513.0,29549.0,,,661.0,2315.0,,,2198.0,2448.0,2.0,0.0,1265.0,1919.0,2.0,0.0,3117.0,4412.0,2.0,0.0,
6514,220598001.0,Lane College,JACKSON,TN,747.0,629.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120.0,75.0,0.0,0.0,2012.0,3002.0,0.0,0.0,20588.0,20159.0,,,20513.0,29549.0,,,661.0,2315.0,,,1573.0,2717.0,,,4.0,47.0,,,2367.0,3214.0,,,
6515,220604001.0,Le Moyne-Owen College,MEMPHIS,TN,338.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.0,2147.0,3.0,0.0,2012.0,3002.0,0.0,0.0,1616.0,2878.0,0.0,0.0,1876.0,3816.0,0.0,0.0,661.0,2315.0,0.0,0.0,47.0,66.0,0.0,0.0,4300.0,6308.0,0.0,0.0,2122.0,3605.0,0.0,0.0,
6516,220613001.0,Lee University,CLEVELAND,TN,2113.0,2928.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,428.0,999.0,0.0,0.0,450.0,285.0,0.0,0.0,574.0,556.0,0.0,0.0,1234.0,1253.0,0.0,0.0,661.0,2315.0,,,2.0,38.0,,,2233.0,4002.0,,,2122.0,3605.0,,,
6517,220631001.0,Lincoln Memorial University,HARROGATE,TN,1466.0,2517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,468.0,0.0,0.0,1071.0,1149.0,0.0,0.0,450.0,468.0,0.0,0.0,1216.0,2018.0,,,2526.0,2652.0,,,26.0,58.0,,,3092.0,3764.0,,,2122.0,3605.0,,,
6518,220640001.0,Tennessee College of Applied Technology-Livingston,LIVINGSTON,TN,206.0,415.0,1.0,0.0,,,,,,,261.0,468.0,2.0,0.0,1978.0,3194.0,1.0,0.0,3210.0,5232.0,2.0,0.0,1216.0,2018.0,,,38.0,322.0,,,14.0,220.0,,,309.0,506.0,,,2122.0,3605.0,,,
6519,220701001.0,Martin Methodist College,PULASKI,TN,443.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,468.0,,,1978.0,3194.0,,,95.0,150.0,,,1216.0,2018.0,,,222.0,11.0,,,14.0,220.0,,,108.0,8.0,,,1928.0,3019.0,,,
652,116712007.0,John F. Kennedy University,Sunnyvale,CA,280.0,831.0,0.0,0.0,,,,,,,235.0,574.0,0.0,0.0,323.0,304.0,0.0,0.0,376.0,75.0,,,1273.0,1688.0,,,8671.0,11996.0,,,308.0,1094.0,,,294.0,1013.0,,,,,,,
6520,220710001.0,Maryville College,MARYVILLE,TN,556.0,657.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,261.0,468.0,,,1978.0,3194.0,,,88.0,223.0,1.0,0.0,1216.0,2018.0,2.0,0.0,2416.0,4548.0,2.0,0.0,2583.0,3941.0,1.0,0.0,4617.0,6192.0,1.0,0.0,1928.0,3019.0,,,
6521,220756001.0,Tennessee College of Applied Technology-McKenzie,MCKENZIE,TN,144.0,35.0,,,,,,,,,2.0,16.0,,,1978.0,3194.0,,,522.0,97.0,,,1216.0,2018.0,,,23256.0,25740.0,0.0,0.0,54.0,16.0,,,3901.0,5088.0,0.0,0.0,3271.0,3690.0,,,
6522,220765001.0,Genesis Career College-Cookeville,COOKEVILLE,TN,37.0,127.0,0.0,0.0,0.0,,0.0,,0.0,,2181.0,617.0,0.0,0.0,1749.0,2746.0,0.0,0.0,511.0,83.0,,,1216.0,2018.0,0.0,0.0,23256.0,25740.0,0.0,0.0,541.0,842.0,0.0,0.0,3272.0,4795.0,,,3728.0,5895.0,,,
6523,220792001.0,Meharry Medical College,NASHVILLE,TN,340.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5839.0,6704.0,1.0,0.0,1749.0,2746.0,0.0,0.0,238.0,322.0,0.0,0.0,964.0,1861.0,0.0,0.0,23256.0,25740.0,,,3338.0,4198.0,,,2.0,85.0,,,3728.0,5895.0,,,
6524,220808001.0,Memphis College of Art,MEMPHIS,TN,140.0,270.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,189.0,452.0,0.0,0.0,1749.0,2746.0,0.0,0.0,344.0,259.0,0.0,0.0,3662.0,1068.0,2.0,0.0,23256.0,25740.0,1.0,0.0,3338.0,4198.0,1.0,0.0,2075.0,2621.0,0.0,0.0,3728.0,5895.0,,,
6525,220853001.0,Tennessee College of Applied Technology-Memphis,Memphis,TN,569.0,325.0,0.0,0.0,0.0,,0.0,,0.0,,551.0,868.0,0.0,0.0,1749.0,2746.0,0.0,0.0,91.0,67.0,0.0,0.0,1815.0,2848.0,0.0,0.0,23256.0,25740.0,,,3338.0,4198.0,,,3963.0,3891.0,,,3728.0,5895.0,,,
6526,220853002.0,Tennessee College of Applied Technology-Memphis,Memphis,TN,569.0,325.0,,,,,,,,,9.0,15.0,1.0,0.0,1749.0,2746.0,0.0,0.0,2343.0,3888.0,0.0,0.0,4574.0,5716.0,0.0,0.0,23256.0,25740.0,,,3338.0,4198.0,,,0.0,16.0,,,3728.0,5895.0,,,
6527,220862001.0,University of Memphis,MEMPHIS,TN,8412.0,12173.0,2.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,59.0,106.0,0.0,0.0,993.0,1917.0,0.0,0.0,2343.0,3888.0,1.0,0.0,1239.0,796.0,0.0,0.0,10989.0,13477.0,2.0,0.0,3338.0,4198.0,,,8.0,153.0,,,3728.0,5895.0,,,
6528,220862002.0,University of Memphis,Collierville,TN,8412.0,12173.0,0.0,0.0,1.0,,0.0,,0.0,,1081.0,1251.0,0.0,0.0,2918.0,5246.0,0.0,0.0,5492.0,8797.0,1.0,0.0,26938.0,23292.0,0.0,0.0,1291.0,1998.0,3.0,0.0,383.0,103.0,1.0,0.0,3284.0,3988.0,1.0,0.0,3728.0,5895.0,,,
6529,220862003.0,University of Memphis,Millington,TN,8412.0,12173.0,,,,,,,,,0.0,116.0,,,24574.0,33404.0,,,791.0,1857.0,,,26938.0,23292.0,0.0,0.0,590.0,1066.0,0.0,0.0,1337.0,2244.0,2.0,0.0,3284.0,3988.0,,,,,,,
653,116846001.0,American Jewish University,LOS ANGELES,CA,86.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3520.0,4615.0,,,1048.0,821.0,,,750.0,176.0,0.0,0.0,16.0,103.0,0.0,0.0,908.0,534.0,0.0,0.0,286.0,949.0,,,243.0,831.0,,,,,,,
6530,220862004.0,University of Memphis,Memphis,TN,8412.0,12173.0,1.0,0.0,0.0,,1.0,,0.0,,3910.0,6151.0,3.0,0.0,24574.0,33404.0,2.0,0.0,1129.0,1579.0,4.0,0.0,14702.0,18737.0,3.0,0.0,590.0,1066.0,,,1445.0,1710.0,,,978.0,1352.0,,,2064.0,3747.0,,,
6531,220862005.0,University of Memphis,Jackson,TN,8412.0,12173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,417.0,,,24574.0,33404.0,,,11.0,178.0,,,14702.0,18737.0,,,29.0,102.0,,,1445.0,1710.0,,,978.0,1352.0,,,2348.0,2252.0,,,
6532,220871001.0,Memphis Theological Seminary,Memphis,TN,140.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,47.0,0.0,0.0,24574.0,33404.0,0.0,0.0,4125.0,5231.0,0.0,0.0,14702.0,18737.0,,,56.0,408.0,,,1445.0,1710.0,,,978.0,1352.0,,,2348.0,2252.0,,,
6533,220978001.0,Middle Tennessee State University,MURFREESBORO,TN,10199.0,12312.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,91.0,381.0,0.0,0.0,24574.0,33404.0,2.0,0.0,4125.0,5231.0,6.0,0.0,25349.0,25763.0,10.0,0.0,2259.0,3292.0,1.0,0.0,1139.0,1740.0,1.0,0.0,3266.0,4071.0,0.0,0.0,905.0,924.0,0.0,0.0,
6534,220978002.0,Middle Tennessee State University,Shelbyville,TN,10199.0,12312.0,,,,,,,,,4.0,62.0,1.0,0.0,24574.0,33404.0,1.0,0.0,2970.0,4243.0,1.0,0.0,10611.0,8253.0,2.0,0.0,3644.0,5363.0,7.0,0.0,2980.0,1366.0,2.0,0.0,1.0,37.0,7.0,0.0,,,3.0,0.0,
6535,220996001.0,Middle Tennessee School of Anesthesia Inc,MADISON,TN,107.0,117.0,,,,,,,,,143.0,94.0,,,24574.0,33404.0,2.0,0.0,2898.0,3151.0,0.0,0.0,10375.0,12265.0,0.0,0.0,2.0,42.0,2.0,0.0,728.0,944.0,0.0,0.0,292.0,795.0,,,,,,,
6536,221050001.0,Tennessee College of Applied Technology-Morristown,MORRISTOWN,TN,534.0,227.0,1.0,0.0,2.0,,1.0,,0.0,,4001.0,6110.0,2.0,0.0,24574.0,33404.0,0.0,0.0,1345.0,1498.0,0.0,0.0,2752.0,3944.0,0.0,1.0,576.0,646.0,6.0,0.0,3503.0,2571.0,,,2432.0,3733.0,,,,,,,
6537,221096001.0,Motlow College,Tullahoma,TN,2226.0,3030.0,,,,,,,,,4001.0,6110.0,,,24574.0,33404.0,,,712.0,18.0,1.0,0.0,2752.0,3944.0,0.0,0.0,180.0,344.0,1.0,0.0,3503.0,2571.0,,,32.0,37.0,,,,,,,
6538,221096002.0,Motlow College,MCMINNVILLE,TN,2226.0,3030.0,0.0,0.0,0.0,,0.0,,0.0,,103.0,1067.0,0.0,0.0,24574.0,33404.0,,,42.0,12.0,,,2752.0,3944.0,,,1403.0,2354.0,,,3290.0,4484.0,0.0,0.0,38.0,259.0,0.0,0.0,19107.0,21111.0,4.0,0.0,
6539,221096003.0,Motlow College,FAYETTEVILLE,TN,2226.0,3030.0,2.0,0.0,1.0,,1.0,,0.0,,2766.0,4478.0,0.0,0.0,24574.0,33404.0,0.0,0.0,787.0,1348.0,0.0,0.0,151.0,126.0,,,1403.0,2354.0,,,3290.0,4484.0,,,383.0,81.0,,,1141.0,2009.0,,,
654,117052001.0,Reedley College,REEDLEY,CA,4017.0,5819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,70.0,0.0,0.0,3591.0,5205.0,0.0,0.0,5.0,170.0,,,5401.0,6669.0,,,908.0,534.0,,,2833.0,4233.0,,,2428.0,3619.0,,,,,,,
6540,221096004.0,Motlow College,Smyrna,TN,2226.0,3030.0,0.0,0.0,0.0,,1.0,,0.0,,2567.0,3662.0,1.0,0.0,24574.0,33404.0,5.0,0.0,1650.0,2360.0,1.0,0.0,3954.0,5564.0,5.0,0.0,28.0,437.0,,,3290.0,4484.0,,,331.0,102.0,,,,,,,
6541,221102001.0,Tennessee College of Applied Technology-Murfreesboro,MURFREESBORO,TN,227.0,201.0,,,,,,,,,2567.0,3662.0,1.0,0.0,24574.0,33404.0,1.0,0.0,1269.0,2018.0,2.0,0.0,512.0,366.0,0.0,0.0,556.0,1031.0,0.0,0.0,43.0,178.0,0.0,0.0,182.0,806.0,0.0,0.0,6316.0,7960.0,2.0,0.0,
6542,221148001.0,Lincoln College of Technology-Nashville,NASHVILLE,TN,1560.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2567.0,3662.0,,,24574.0,33404.0,,,3262.0,6040.0,,,723.0,1037.0,,,20.0,238.0,,,0.0,32.0,,,24.0,336.0,,,1675.0,2452.0,,,
6543,221157001.0,Nashville College of Medical Careers,Madison,TN,5.0,110.0,,,,,,,,,2567.0,3662.0,,,24574.0,33404.0,0.0,0.0,3262.0,6040.0,0.0,0.0,704.0,711.0,0.0,0.0,1977.0,2428.0,1.0,0.0,1293.0,2707.0,0.0,0.0,2977.0,2898.0,1.0,0.0,651.0,838.0,3.0,0.0,
6544,221184001.0,Nashville State Community College,NASHVILLE,TN,4166.0,6026.0,,,,,,,,,2567.0,3662.0,,,24574.0,33404.0,0.0,0.0,3262.0,6040.0,0.0,0.0,1528.0,2303.0,1.0,0.0,20.0,288.0,0.0,0.0,3202.0,4549.0,2.0,0.0,2977.0,2898.0,0.0,0.0,1038.0,1569.0,0.0,0.0,
6545,221236001.0,Tennessee College of Applied Technology-Newbern,NEWBERN,TN,246.0,129.0,,,,,,,,,2567.0,3662.0,0.0,0.0,24574.0,33404.0,0.0,0.0,713.0,655.0,0.0,0.0,15817.0,15151.0,0.0,0.0,926.0,1178.0,0.0,0.0,2748.0,3529.0,0.0,0.0,2977.0,2898.0,0.0,0.0,1430.0,2924.0,0.0,0.0,
6546,221254001.0,O'More College of Design,FRANKLIN,TN,22.0,145.0,,,,,,,,,2567.0,3662.0,,,24574.0,33404.0,,,52.0,257.0,,,15817.0,15151.0,0.0,0.0,10.0,22.0,0.0,0.0,2228.0,3448.0,0.0,0.0,2195.0,2283.0,0.0,0.0,239.0,512.0,0.0,0.0,
6547,221281001.0,Tennessee College of Applied Technology-Paris,PARIS,TN,169.0,186.0,,,,,,,,,2567.0,3662.0,,,24574.0,33404.0,,,7.0,54.0,1.0,0.0,88.0,413.0,1.0,0.0,282.0,284.0,0.0,0.0,2228.0,3448.0,,,2195.0,2283.0,,,3.0,18.0,,,
6548,221333001.0,Tennessee College of Applied Technology-Pulaski,PULASKI,TN,626.0,377.0,0.0,0.0,0.0,,0.0,,0.0,,716.0,883.0,0.0,0.0,5568.0,8189.0,0.0,0.0,2195.0,3335.0,0.0,0.0,4054.0,5676.0,0.0,0.0,1346.0,2333.0,0.0,0.0,2228.0,3448.0,0.0,0.0,1449.0,2796.0,0.0,0.0,149.0,124.0,0.0,0.0,
6549,221351001.0,Rhodes College,Memphis,TN,896.0,1167.0,5.0,0.0,7.0,8.0,3.0,4.0,0.0,0.0,716.0,883.0,0.0,0.0,1607.0,2884.0,1.0,0.0,2195.0,3335.0,4.0,0.0,17693.0,14634.0,1.0,0.0,403.0,374.0,0.0,0.0,2228.0,3448.0,0.0,0.0,33.0,57.0,0.0,0.0,0.0,18.0,,,1.0
655,117052002.0,Reedley College,Madera,CA,4017.0,5819.0,,,,,,,,,17.0,193.0,,,3591.0,5205.0,0.0,0.0,8.0,52.0,0.0,0.0,1915.0,656.0,0.0,0.0,908.0,534.0,,,2833.0,4233.0,,,2428.0,3619.0,,,,,,,
6550,221388001.0,Tennessee College of Applied Technology-Ripley,RIPLEY,TN,98.0,106.0,8.0,0.0,,,,,,,716.0,883.0,1.0,1.0,19854.0,19686.0,3.0,0.0,2195.0,3335.0,,,17693.0,14634.0,,,2412.0,3941.0,,,2297.0,3354.0,1.0,0.0,0.0,22.0,0.0,0.0,1772.0,3075.0,0.0,0.0,
6551,221397001.0,Roane State Community College,HARRIMAN,TN,1963.0,3898.0,2.0,0.0,0.0,,0.0,,0.0,,956.0,1406.0,0.0,0.0,19854.0,19686.0,,,2195.0,3335.0,,,17693.0,14634.0,,,1717.0,2038.0,,,2297.0,3354.0,,,16.0,51.0,,,1772.0,3075.0,,,
6552,221397002.0,Roane State Community College,Oak Ridge,TN,1963.0,3898.0,,,,,,,,,3780.0,5552.0,1.0,0.0,19854.0,19686.0,3.0,0.0,2455.0,3461.0,1.0,0.0,17693.0,14634.0,,,8.0,61.0,,,3647.0,3798.0,,,8.0,184.0,,,1772.0,3075.0,,,
6553,221397003.0,Roane State Community College,Lenoir City,TN,1963.0,3898.0,0.0,0.0,,,,,,,3780.0,5552.0,0.0,0.0,1502.0,2628.0,0.0,0.0,3.0,50.0,0.0,0.0,17693.0,14634.0,,,0.0,40.0,,,3802.0,5753.0,,,8.0,184.0,,,1772.0,3075.0,,,
6554,221397004.0,Roane State Community College,Knoxville,TN,1963.0,3898.0,0.0,0.0,,,,,,,3780.0,5552.0,0.0,0.0,623.0,547.0,0.0,0.0,40.0,187.0,,,17693.0,14634.0,,,5142.0,7776.0,,,3802.0,5753.0,,,2372.0,3871.0,,,318.0,116.0,,,
6555,221397005.0,Roane State Community College,LaFollette,TN,1963.0,3898.0,0.0,0.0,,,,,,,3780.0,5552.0,0.0,0.0,448.0,525.0,0.0,0.0,57.0,324.0,,,17693.0,14634.0,,,5142.0,7776.0,,,3802.0,5753.0,1.0,0.0,2372.0,3871.0,0.0,0.0,375.0,440.0,1.0,0.0,
6556,221397006.0,Roane State Community College,Huntsville,TN,1963.0,3898.0,1.0,0.0,,,,,,,3780.0,5552.0,0.0,0.0,3386.0,5299.0,0.0,0.0,57.0,324.0,,,61.0,40.0,,,5142.0,7776.0,0.0,0.0,3802.0,5753.0,0.0,0.0,468.0,778.0,0.0,0.0,737.0,1067.0,,,
6557,221397007.0,Roane State Community College,Crossville,TN,1963.0,3898.0,1.0,0.0,0.0,,0.0,,0.0,,731.0,936.0,0.0,0.0,3386.0,5299.0,2.0,0.0,57.0,324.0,0.0,0.0,1307.0,1873.0,1.0,0.0,5142.0,7776.0,,,3802.0,5753.0,,,3066.0,4086.0,,,,,,,
6558,221397008.0,Roane State Community College,Jamestown,TN,1963.0,3898.0,0.0,0.0,0.0,,0.0,,0.0,,173.0,71.0,0.0,0.0,3386.0,5299.0,,,57.0,324.0,,,1307.0,1873.0,,,5142.0,7776.0,,,3802.0,5753.0,,,357.0,92.0,,,35.0,50.0,,,
6559,221397009.0,Roane State Community College,Wartburg,TN,1963.0,3898.0,,,,,,,,,1368.0,2154.0,,,84.0,112.0,1.0,0.0,3779.0,5289.0,2.0,0.0,1535.0,13183.0,0.0,0.0,5142.0,7776.0,0.0,0.0,3802.0,5753.0,2.0,0.0,1369.0,2283.0,0.0,0.0,582.0,816.0,1.0,0.0,
656,117052004.0,Reedley College,Oakhurst,CA,4017.0,5819.0,,,,,,,,,24.0,201.0,,,3591.0,5205.0,,,346.0,1074.0,,,185.0,135.0,,,908.0,534.0,,,127.0,2178.0,,,12.0,165.0,,,818.0,763.0,,,
6560,221430001.0,Tennessee College of Applied Technology-Crump,CRUMP,TN,195.0,94.0,,,,,,,,,1928.0,3189.0,,,88.0,107.0,,,308.0,304.0,,,1535.0,13183.0,,,5142.0,7776.0,,,4.0,83.0,,,1768.0,2008.0,,,,,,,
6561,221485001.0,Southwest Tennessee Community College,Memphis,TN,3618.0,5517.0,,,,,,,,,1928.0,3189.0,,,508.0,104.0,,,0.0,90.0,,,1535.0,13183.0,,,5142.0,7776.0,,,2527.0,4298.0,0.0,0.0,1768.0,2008.0,0.0,0.0,,,0.0,0.0,1.0
6562,221485002.0,Southwest Tennessee Community College,Memphis,TN,3618.0,5517.0,,,,,,,,,1928.0,3189.0,1.0,0.0,527.0,82.0,0.0,0.0,4011.0,6087.0,1.0,0.0,1535.0,13183.0,,,5142.0,7776.0,,,2637.0,2416.0,0.0,0.0,1768.0,2008.0,0.0,0.0,224.0,416.0,0.0,0.0,1.0
6563,221485003.0,Southwest Tennessee Community College,Memphis,TN,3618.0,5517.0,0.0,0.0,,,,,,,1928.0,3189.0,0.0,0.0,233.0,291.0,0.0,0.0,4011.0,6087.0,2.0,0.0,1150.0,1385.0,0.0,0.0,5142.0,7776.0,,,2637.0,2416.0,1.0,0.0,,,0.0,0.0,1953.0,2511.0,0.0,0.0,1.0
6564,221485004.0,Southwest Tennessee Community College,Memphis,TN,3618.0,5517.0,0.0,0.0,,,,,,,1928.0,3189.0,0.0,0.0,327.0,282.0,0.0,0.0,4011.0,6087.0,0.0,0.0,1642.0,2958.0,0.0,0.0,5142.0,7776.0,0.0,0.0,857.0,951.0,0.0,0.0,1150.0,1694.0,1.0,0.0,742.0,699.0,0.0,0.0,1.0
6565,221485005.0,Southwest Tennessee Community College,Memphis,TN,3618.0,5517.0,,,,,,,,,1928.0,3189.0,,,84.0,69.0,,,4011.0,6087.0,0.0,0.0,1642.0,2958.0,0.0,0.0,26.0,734.0,0.0,0.0,12360.0,13741.0,4.0,0.0,3508.0,1371.0,,,15.0,6.0,,,1.0
6566,221485006.0,Southwest Tennessee Community College,Millington,TN,3618.0,5517.0,0.0,0.0,,,,,,,155.0,1155.0,1.0,0.0,2302.0,3565.0,0.0,0.0,3.0,54.0,,,1642.0,2958.0,,,4352.0,6734.0,2.0,0.0,12360.0,13741.0,0.0,0.0,719.0,940.0,0.0,0.0,138.0,607.0,,,1.0
6567,221494001.0,Tennessee College of Applied Technology-Shelbyville,SHELBYVILLE,TN,423.0,139.0,,,,,,,,,162.0,82.0,,,2302.0,3565.0,,,23790.0,36638.0,,,1642.0,2958.0,,,12430.0,18878.0,,,12360.0,13741.0,0.0,0.0,4359.0,2736.0,0.0,0.0,77.0,55.0,0.0,0.0,
6568,221519001.0,Sewanee-The University of the South,Sewanee,TN,876.0,921.0,17.0,0.0,7.0,10.0,9.0,4.0,0.0,0.0,631.0,850.0,0.0,0.0,5474.0,8561.0,2.0,0.0,23790.0,36638.0,,,1642.0,2958.0,,,12430.0,18878.0,,,12360.0,13741.0,,,4359.0,2736.0,,,,,,,
6569,221582001.0,Tennessee College of Applied Technology-Oneida-Huntsville,HUNTSVILLE,TN,269.0,166.0,0.0,0.0,0.0,,0.0,,0.0,,1697.0,2792.0,0.0,0.0,747.0,1679.0,,,23790.0,36638.0,,,1642.0,2958.0,0.0,0.0,12430.0,18878.0,2.0,0.0,22291.0,23652.0,0.0,0.0,2946.0,4365.0,1.0,0.0,5520.0,8288.0,0.0,0.0,
657,117052005.0,Reedley College,Fresno,CA,4017.0,5819.0,,,,,,,,,24.0,201.0,,,3591.0,5205.0,,,346.0,1074.0,,,197.0,182.0,,,8846.0,11584.0,,,,,1.0,0.0,44.0,131.0,4.0,0.0,3846.0,5131.0,2.0,0.0,
6570,221591001.0,Tennessee College of Applied Technology-Crossville,CROSSVILLE,TN,269.0,128.0,,,,,,,,,237.0,193.0,,,776.0,1945.0,0.0,0.0,23790.0,36638.0,0.0,0.0,2710.0,3097.0,1.0,0.0,12430.0,18878.0,,,1388.0,2035.0,,,42.0,154.0,,,14.0,55.0,,,
6571,221607001.0,Tennessee College of Applied Technology-McMinnville,MCMINNVILLE,TN,163.0,113.0,,,,,,,,,237.0,193.0,,,18.0,265.0,0.0,0.0,23790.0,36638.0,0.0,0.0,486.0,370.0,0.0,0.0,12430.0,18878.0,,,45.0,408.0,0.0,0.0,0.0,29.0,0.0,0.0,6.0,63.0,0.0,0.0,
6572,221616001.0,Tennessee College of Applied Technology-Jackson,Jackson,TN,290.0,130.0,0.0,0.0,,,,,,,23.0,66.0,0.0,0.0,3824.0,4902.0,0.0,0.0,23790.0,36638.0,,,486.0,370.0,1.0,0.0,12430.0,18878.0,0.0,0.0,6445.0,8130.0,1.0,0.0,1275.0,2616.0,0.0,0.0,24.0,69.0,,,
